date,value
2020-04-14,6.400220222274122
2020-04-15,6.968116416363613
2020-04-16,8.424414441069588
2020-04-17,6.65880528184764
2020-04-18,6.660005686040644
2020-04-19,6.21901716816974
2020-04-20,4.239185664082335
2020-04-21,5.970279810139646
2020-04-22,5.871206796440427
2020-04-23,8.064891147411576
2020-04-24,5.177727377438982
2020-04-25,5.419245748133674
2020-04-26,4.811289946252722
2020-04-27,3.387952649825208
2020-04-28,5.3941411797087415
2020-04-29,4.683821589785197
2020-04-30,4.391277397067533
2020-05-01,2.3489753133831948
2020-05-02,4.311066846493384
2020-05-03,1.150202443679166
2020-05-04,2.77867642379524
2020-05-05,4.020162141557379
2020-05-06,0.4773259443836585
2020-05-07,0.542134538366391
2020-05-08,0.8531998071883058
2020-05-09,-0.0981588152131726
2020-05-10,-1.4848578006280215
2020-05-11,-0.1944036866523832
2020-05-12,-1.6413463715096903
2020-05-13,-0.4069448362172658
2020-05-14,-2.0850726514437046
2020-05-15,0.11726708715683731
2020-05-16,-2.463241479736287
2020-05-17,-2.228178912857038
2020-05-18,-1.2961647553871343
2020-05-19,-3.5203017327359314
2020-05-20,-2.216814852363209
2020-05-21,-1.2660842630812816
2020-05-22,-4.28295765366472
2020-05-23,-2.5657154912261304
2020-05-24,-2.537457219883798
2020-05-25,-2.0342705064277946
2020-05-26,-4.043367890037834
2020-05-27,-4.0887376331283996
2020-05-28,-2.1798749772219206
2020-05-29,-2.310332005710326
2020-05-30,-2.2347411310040224
2020-05-31,-1.9897298385000763
2020-06-01,-2.8409367725579893
2020-06-02,-1.7280946942082585
2020-06-03,-1.442471031092731
2020-06-04,-2.2020432625566833
2020-06-05,0.6476554263319698
2020-06-06,-0.4544416480768012
2020-06-07,-1.8110265567849158
2020-06-08,0.3624177798342978
2020-06-09,-0.9279628132400098
2020-06-10,1.1880704087399594
2020-06-11,1.925329037729543
2020-06-12,0.3212825770352876
2020-06-13,2.488005324827588
2020-06-14,2.325414047268608
2020-06-15,3.125913189093391
2020-06-16,4.592939953555033
2020-06-17,2.841978763665006
2020-06-18,
2020-06-19,2.9685206749874653
2020-06-20,3.4174562563124096
2020-06-21,4.521912485588376
2020-06-22,5.294433117829329
2020-06-23,5.57082662812954
2020-06-24,6.44690630861828
2020-06-25,5.941276460866486
2020-06-26,7.671653161970093
2020-06-27,6.2230350112923505
2020-06-28,9.455712670981022
2020-06-29,7.586015739134261
2020-06-30,
2020-07-01,6.265285549935935
2020-07-02,7.96770639659308
2020-07-03,7.383853893617657
2020-07-04,8.415817036930907
2020-07-05,8.241518644617667
2020-07-06,7.733588266502879
2020-07-07,6.9692996601367
2020-07-08,6.2824927894463585
2020-07-09,7.303834397691414
2020-07-10,8.53187321342697
2020-07-11,7.787320761493918
2020-07-12,6.198536008255356
2020-07-13,7.462618342153165
2020-07-14,7.494999352485648
2020-07-15,6.0222599604502385
2020-07-16,6.833713293345586
2020-07-17,
2020-07-18,5.022678119379289
2020-07-19,6.2383246272007415
2020-07-20,6.139827184151832
2020-07-21,6.346017904633699
2020-07-22,5.987996421596804
2020-07-23,3.217013793139895
2020-07-24,3.3086265179842256
2020-07-25,4.40660299923951
2020-07-26,4.045923681397866
2020-07-27,3.6853411705586607
2020-07-28,6.660912160659764
2020-07-29,3.0188370042217336
2020-07-30,3.2272931046233273
2020-07-31,2.6956389953152815
2020-08-01,2.051145801281333
2020-08-02,0.7528421982612445
2020-08-03,1.5076508552995513
2020-08-04,-0.32945590198229313
2020-08-05,-0.08282032269796291
2020-08-06,-0.6030619536291613
2020-08-07,-0.2882142028337728
2020-08-08,1.713009531747228
2020-08-09,
2020-08-10,-0.31053349521434137
2020-08-11,-2.7706727505710256
2020-08-12,
2020-08-13,-0.3135046983505083
2020-08-14,-1.4199474499203335
2020-08-15,-2.615973317788364
2020-08-16,-2.2793692688090426
2020-08-17,-0.8819081850054564
2020-08-18,-2.260845379048855
2020-08-19,-1.2546165766504471
2020-08-20,-1.337976080392719
2020-08-21,-1.9199102109944666
2020-08-22,1.0180124663562866
2020-08-23,-0.323219328865035
2020-08-24,-2.7879481828102195
2020-08-25,-0.3575000022074596
2020-08-26,-0.9635315355928276
2020-08-27,0.8149619295828255
2020-08-28,-0.5450732315336191
2020-08-29,0.43673850581840656
2020-08-30,1.3779526808487264
2020-08-31,2.0759291237505892
2020-09-01,
2020-09-02,1.589827188581065
2020-09-03,1.8224339660685804
2020-09-04,2.0250509190765165
2020-09-05,4.830701519826691
2020-09-06,3.860845203780728
2020-09-07,2.5872063233410287
2020-09-08,5.157641897461668
2020-09-09,6.750944082405661
2020-09-10,6.045449986242869
2020-09-11,3.8708985407373073
2020-09-12,5.274342550939205
2020-09-13,7.382808725254844
2020-09-14,5.7526129531479695
2020-09-15,7.233675288051457
2020-09-16,7.877460990750915
2020-09-17,6.470568744087644
2020-09-18,7.612755089120733
2020-09-19,4.684424287236888
2020-09-20,7.131987794114901
2020-09-21,8.110535791652946
2020-09-22,7.297002432879045
2020-09-23,10.33288282557314
2020-09-24,7.399219365129129
2020-09-25,8.490760441094835
2020-09-26,9.135052562026969
2020-09-27,10.490822174143577
2020-09-28,7.630481407034978
2020-09-29,10.21784962368874
2020-09-30,9.024960749097211
2020-10-01,7.965273350856373
2020-10-02,9.313424630296547
2020-10-03,8.928033848697687
2020-10-04,7.980306197044259
2020-10-05,8.476700710814498
2020-10-06,7.823861244162142
2020-10-07,8.102080309480417
2020-10-08,8.408535229470045
2020-10-09,9.070180665647829
2020-10-10,5.965603925452195
2020-10-11,9.038888582650802
2020-10-12,4.641163094593281
2020-10-13,6.115686713005918
2020-10-14,6.518775493215754
2020-10-15,5.86520649898499
2020-10-16,4.608098175308643
2020-10-17,4.664182923158288
2020-10-18,4.0178627251261325
2020-10-19,3.5592517806786605
2020-10-20,4.6373138745281475
2020-10-21,3.7873051930409547
2020-10-22,2.385561229749877
2020-10-23,3.6339436032493575
2020-10-24,2.7072527391161216
2020-10-25,2.8901507818693952
2020-10-26,2.3979015082552095
2020-10-27,0.6457551122647034
2020-10-28,0.6382966752944859
2020-10-29,1.6884075153151183
2020-10-30,1.3145797821114387
2020-10-31,0.4682972631691087
2020-11-01,0.41471898342164026
2020-11-02,1.4076301996351819
2020-11-03,-0.603612677112754
2020-11-04,0.419363219294109
2020-11-05,-0.4185617741461346
2020-11-06,-0.49503723205113526
2020-11-07,0.788514691461339
2020-11-08,0.5106016748389705
2020-11-09,0.5226074755096065
2020-11-10,1.066903529021884
2020-11-11,-0.13704262337594597
2020-11-12,0.6322642424164564
2020-11-13,-0.22430028016945358
2020-11-14,0.5723986293502261
2020-11-15,0.3061272345964626
2020-11-16,0.7460913582190524
2020-11-17,1.4807383683987745
2020-11-18,0.32624649343966194
2020-11-19,3.5167516731163917
2020-11-20,0.7177474968869415
2020-11-21,0.8268608366186037
2020-11-22,3.5326079894383255
2020-11-23,3.513957551588315
2020-11-24,3.706667767925811
2020-11-25,4.081636265868345
2020-11-26,3.8202511389201703
2020-11-27,3.3208414894144367
2020-11-28,
2020-11-29,4.322838288487883
2020-11-30,6.367145071344758
2020-12-01,5.6348467575975665
2020-12-02,5.342004891440377
2020-12-03,6.225323401742915
2020-12-04,7.330383503401943
2020-12-05,6.713980589570621
2020-12-06,6.803282488495287
2020-12-07,8.202637762085553
2020-12-08,8.521201692722057
2020-12-09,8.068692427197917
2020-12-10,8.384494517708523
2020-12-11,9.346468594395759
2020-12-12,7.902820265276336
2020-12-13,8.156265936659285
2020-12-14,9.033323501885768
2020-12-15,9.70058637186414
2020-12-16,10.360596294476505
2020-12-17,11.63340268195825
2020-12-18,11.09623490133446
2020-12-19,10.130963630527603
2020-12-20,10.295798466246369
2020-12-21,9.307732795888045
2020-12-22,10.258842892831531
2020-12-23,9.927710482792108
2020-12-24,10.450452722214026
2020-12-25,9.184810344724612
2020-12-26,10.389381210394427
2020-12-27,11.235347312889733
2020-12-28,9.402040994409901
2020-12-29,9.697502205420985
2020-12-30,9.749030081519274
2020-12-31,8.400301812622729
2021-01-01,8.749342358623663
2021-01-02,8.244319734450205
2021-01-03,8.02038743551842
2021-01-04,6.827036997905046
2021-01-05,7.2901664464428615
2021-01-06,7.419527466234944
2021-01-07,8.020853900719162
2021-01-08,7.1715590485781116
2021-01-09,8.004565919888712
2021-01-10,4.7217887773270135
2021-01-11,6.000015463205143
2021-01-12,4.952544310609142
2021-01-13,6.6055883019677415
2021-01-14,3.261243427913697
2021-01-15,2.892806349777732
2021-01-16,2.8073564604402192
2021-01-17,0.970249067695681
2021-01-18,2.270825554040217
2021-01-19,1.756703488943846
2021-01-20,2.4039892315272287
2021-01-21,2.3531930115480093
2021-01-22,3.666995998192002
2021-01-23,2.543525212361586
2021-01-24,0.8425732701345573
2021-01-25,0.3726111755274354
2021-01-26,1.640598015473239
2021-01-27,-0.26701520892495956
2021-01-28,2.816731077776735
2021-01-29,2.124754249187508
2021-01-30,0.46448078968087936
2021-01-31,-0.7626834141683401
2021-02-01,2.3495603894245334
2021-02-02,0.9546552269555582
2021-02-03,2.408455568883693
2021-02-04,-0.29489918043588226
2021-02-05,0.8558393622023215
2021-02-06,1.642139756672063
2021-02-07,1.8906051583155359
2021-02-08,1.6242429012147794
2021-02-09,2.9505694871649473
2021-02-10,1.5348803549516579
2021-02-11,2.7547935776571055
2021-02-12,3.330439771806647
2021-02-13,4.054156415291974
2021-02-14,4.595717302020643
2021-02-15,3.116781284356648
2021-02-16,3.0756173225730303
2021-02-17,6.264692096206759
2021-02-18,5.703526126586554
2021-02-19,5.011733513036527
2021-02-20,7.7030616978464215
2021-02-21,6.659811141473058
2021-02-22,8.114049904518204
2021-02-23,7.389138329759853
2021-02-24,9.763368647652424
2021-02-25,9.831012418021164
2021-02-26,8.189769754203311
2021-02-27,9.761397021373863
2021-02-28,9.772410547716856
2021-03-01,10.81715661024702
2021-03-02,8.787629032520782
2021-03-03,10.72352286521183
2021-03-04,11.36016955767401
2021-03-05,8.785214830553748
2021-03-06,9.579547083486831
2021-03-07,8.917906173422933
2021-03-08,10.856524788524466
2021-03-09,11.98585211918461
2021-03-10,12.885904972392556
2021-03-11,11.545169946652193
2021-03-12,13.159094292903008
2021-03-13,10.181404475725241
2021-03-14,9.860683120193922
2021-03-15,11.482680840962445
2021-03-16,11.86829291795511
2021-03-17,11.36976054722379
2021-03-18,9.226020983896042
2021-03-19,11.06883683986859
2021-03-20,9.692324185084017
2021-03-21,11.480649135329452
2021-03-22,10.968247281023135
2021-03-23,9.43020855589276
2021-03-24,9.603831488463385
2021-03-25,8.786788194069011
2021-03-26,9.493951590171573
2021-03-27,10.206460685694978
2021-03-28,7.946162510762908
2021-03-29,9.104291965542336
2021-03-30,7.728105149805505
2021-03-31,7.115399703294972
2021-04-01,7.445023146516895
2021-04-02,6.15657700757561
2021-04-03,6.276057210400241
2021-04-04,5.269984376925503
2021-04-05,8.073157400885565
2021-04-06,5.788811994072415
2021-04-07,4.705591330910437
2021-04-08,5.2797855411723384
2021-04-09,4.624705288850779
2021-04-10,4.199987742683218
2021-04-11,
2021-04-12,4.591859292837414
2021-04-13,3.036831534528793
2021-04-14,2.7441935719552735
2021-04-15,2.818830906197002
2021-04-16,0.5883968625076235
2021-04-17,1.1953715214994731
2021-04-18,3.9225994804771913
2021-04-19,4.0717406961375815
2021-04-20,2.075489541340127
2021-04-21,2.8262076132973344
2021-04-22,2.5139101404113178
2021-04-23,
2021-04-24,3.313157732274825
2021-04-25,2.103801388475108
2021-04-26,1.3426430165607506
2021-04-27,0.7862370007989146
2021-04-28,2.7182296545173195
2021-04-29,1.9074712067186357
2021-04-30,1.4168342394228255
2021-05-01,2.393078724388204
2021-05-02,2.18290849199418
2021-05-03,5.1994497905422525
2021-05-04,4.663520672136654
2021-05-05,4.063752789694777
2021-05-06,5.860221079307763
2021-05-07,4.783232478848082
2021-05-08,4.185434655659028
2021-05-09,6.924109882267136
2021-05-10,6.305643502406793
2021-05-11,5.104718741060529
2021-05-12,6.334290517499636
2021-05-13,6.037014866947348
2021-05-14,5.9210532981345505
2021-05-15,8.622324518432706
2021-05-16,9.996783520138012
2021-05-17,7.076803230597564
2021-05-18,9.421004341303536
2021-05-19,8.582623972156025
2021-05-20,
2021-05-21,9.360887218773794
2021-05-22,9.430145059119678
2021-05-23,10.66824468752708
2021-05-24,10.097324452577531
2021-05-25,11.4885759105926
2021-05-26,11.437453735081167
2021-05-27,11.496595457524984
2021-05-28,11.052784729327644
2021-05-29,11.584140720411161
2021-05-30,13.091569273822797
2021-05-31,12.986151168974267
2021-06-01,11.629761434144957
2021-06-02,12.80114884826804
2021-06-03,13.51966814341591
2021-06-04,11.137011898038377
2021-06-05,13.359453570585043
2021-06-06,12.134716255186378
2021-06-07,13.320948018351602
2021-06-08,11.91221526256098
2021-06-09,10.768344916699201
2021-06-10,10.816732349084191
2021-06-11,12.337522362963364
2021-06-12,12.3694044744783
2021-06-13,11.001800771546977
2021-06-14,12.31858064617743
2021-06-15,9.771147255591757
2021-06-16,11.099568618562612
2021-06-17,9.66952106709003
2021-06-18,9.927206549981443
2021-06-19,10.310365332774849
2021-06-20,9.07378100427798
2021-06-21,9.210127616867167
2021-06-22,10.252744367113802
2021-06-23,8.314675862507725
2021-06-24,9.367829842550805
2021-06-25,
2021-06-26,8.33798484792035
2021-06-27,8.889515114186464
2021-06-28,4.620082964315444
2021-06-29,5.944741976351625
2021-06-30,6.976826677156097
2021-07-01,5.865066056858602
2021-07-02,6.119827508177613
2021-07-03,4.839384125839477
2021-07-04,5.24058807151495
2021-07-05,4.72662435880788
2021-07-06,5.797693719439728
2021-07-07,4.652771808374936
2021-07-08,4.526626075575817
2021-07-09,3.591329348288689
2021-07-10,3.354436896546135
2021-07-11,3.273978728244479
2021-07-12,3.99199684706043
2021-07-13,3.0947880501639387
2021-07-14,3.7515463170373566
2021-07-15,5.511335239096366
2021-07-16,4.309618769491561
2021-07-17,3.143497720500441
2021-07-18,4.73013875593152
2021-07-19,3.2083767066819107
2021-07-20,1.6935656014334954
2021-07-21,2.8659820661135553
2021-07-22,2.172069727791088
2021-07-23,3.885680919806077
2021-07-24,4.474464062212662
2021-07-25,
2021-07-26,5.289455968550761
2021-07-27,5.028346978090214
2021-07-28,6.3808805284687775
2021-07-29,3.6618300928603653
2021-07-30,6.445788487689029
2021-07-31,7.332131291204536
2021-08-01,5.445742178642151
2021-08-02,8.441133320436462
2021-08-03,8.016876559144638
2021-08-04,7.64995936564477
2021-08-05,9.088645358926053
2021-08-06,11.118783135480466
2021-08-07,9.421646205465365
2021-08-08,9.87700847169336
2021-08-09,
2021-08-10,9.540424137226507
2021-08-11,11.58891244034968
2021-08-12,10.259813750159351
2021-08-13,11.531848655986124
2021-08-14,11.312198413140093
2021-08-15,12.581806763067968
2021-08-16,12.731161320952673
2021-08-17,13.709820389440418
2021-08-18,12.415675228451212
2021-08-19,12.886500500155817
2021-08-20,12.384340227263788
2021-08-21,13.10049235476778
2021-08-22,14.077772014686357
2021-08-23,14.586349359735106
2021-08-24,13.00863960361419
2021-08-25,14.873917904846538
2021-08-26,15.40518674388241
2021-08-27,14.479778461438118
2021-08-28,15.931481684091848
2021-08-29,13.24093848897405
2021-08-30,12.702127298592913
2021-08-31,12.072600907128999
2021-09-01,15.225018464613402
2021-09-02,14.234888730557122
2021-09-03,13.351313954914026
2021-09-04,13.489143467343725
2021-09-05,11.863073916930805
2021-09-06,15.192156534565841
2021-09-07,12.613385031477707
2021-09-08,12.312814218883954
2021-09-09,12.631621831893248
2021-09-10,12.0742601258525
2021-09-11,11.491355832320654
2021-09-12,10.139983831285887
2021-09-13,11.055682988385957
2021-09-14,12.112822191604275
2021-09-15,11.217725219670562
2021-09-16,11.104050286424368
2021-09-17,8.637400861191692
2021-09-18,
2021-09-19,8.30450278697628
2021-09-20,8.13419573729923
2021-09-21,8.828535246287077
2021-09-22,5.707488588524714
2021-09-23,8.606838982491052
2021-09-24,6.610264767752628
2021-09-25,6.047869053239374
2021-09-26,5.186373340231292
2021-09-27,4.28625723832609
2021-09-28,6.527380100639903
2021-09-29,5.562516824321664
2021-09-30,4.007430700371808
2021-10-01,3.834886531783151
2021-10-02,4.652174012432942
2021-10-03,6.541287363413466
2021-10-04,4.524039526924161
2021-10-05,3.2195010180579824
2021-10-06,4.443994775388205
2021-10-07,4.41246175610327
2021-10-08,2.0122111965673946
2021-10-09,4.707129855349742
2021-10-10,4.611019004782615
2021-10-11,5.646517635934904
2021-10-12,6.934922571369346
2021-10-13,6.374797306409539
2021-10-14,5.167381598409305
2021-10-15,4.5425694844846625
2021-10-16,8.458941146211718
2021-10-17,6.203685610687607
2021-10-18,6.438293689343862
2021-10-19,6.699639791276637
2021-10-20,7.239134210174172
2021-10-21,7.230136704014295
2021-10-22,7.148632850745138
2021-10-23,7.535689009633259
2021-10-24,8.420537486388044
2021-10-25,8.289073140633315
2021-10-26,8.5052500782231
2021-10-27,9.71440488976484
2021-10-28,9.745022782579134
2021-10-29,11.89601832650969
2021-10-30,8.130934330706669
2021-10-31,12.25900894015533
2021-11-01,12.792794435893533
2021-11-02,9.844061816718147
2021-11-03,11.935017548294226
2021-11-04,12.254062018065921
2021-11-05,11.551438855875817
2021-11-06,12.498418434022444
2021-11-07,12.465059757103216
2021-11-08,15.607803266750466
2021-11-09,15.050097050185569
2021-11-10,15.622459701767816
2021-11-11,15.285401775079071
2021-11-12,13.622715951920965
2021-11-13,14.389513257296207
2021-11-14,15.539063290106416
2021-11-15,13.93591865611675
2021-11-16,15.951573708304824
2021-11-17,15.050576762332895
2021-11-18,14.939993866599464
2021-11-19,16.02122212872935
2021-11-20,15.72161934030996
2021-11-21,14.855402955893167
2021-11-22,16.287063965240193
2021-11-23,13.930977960677039
2021-11-24,15.485970303097522
2021-11-25,15.29570965785555
2021-11-26,14.201254703552781
2021-11-27,14.621923505564165
2021-11-28,12.807772513422876
2021-11-29,14.725549303715484
2021-11-30,13.34034774037026
2021-12-01,12.70900431314939
2021-12-02,13.971720562806498
2021-12-03,11.89570309121776
2021-12-04,10.857194975820363
2021-12-05,10.364900001465612
2021-12-06,12.175720244269764
2021-12-07,9.931858869996628
2021-12-08,12.606177644361543
2021-12-09,8.407206932331363
2021-12-10,11.824151194774508
2021-12-11,9.980219772073431
2021-12-12,9.319072256879698
2021-12-13,8.524622626459903
2021-12-14,9.1316643063106
2021-12-15,8.369114403459413
2021-12-16,9.197446674022014
2021-12-17,7.910808224383022
2021-12-18,7.666137911959439
2021-12-19,6.889983232837168
2021-12-20,6.954491412049785
2021-12-21,7.098626927868188
2021-12-22,4.8829329815189215
2021-12-23,5.071291503691249
2021-12-24,7.014289940898517
2021-12-25,6.319544282094682
2021-12-26,5.869234661743004
2021-12-27,6.003706244987778
2021-12-28,6.292895833827895
2021-12-29,5.393896761476223
2021-12-30,5.172146389520224
2021-12-31,6.1915332703568
2022-01-01,5.090822294593144
2022-01-02,6.578892012624702
2022-01-03,4.596944874120636
2022-01-04,7.484370022481743
2022-01-05,7.109493539366921
2022-01-06,7.099654298864657
2022-01-07,8.056999356639523
2022-01-08,8.993193999280022
2022-01-09,8.616870849352367
2022-01-10,6.056298831346737
2022-01-11,6.930567173359043
2022-01-12,7.914899003537542
2022-01-13,8.910193474142567
2022-01-14,9.759082396663636
2022-01-15,8.883987680155181
2022-01-16,10.173782038785307
2022-01-17,9.615829182253636
2022-01-18,10.148702246601127
2022-01-19,9.745248625475654
2022-01-20,10.620903261069273
2022-01-21,10.583068114838039
2022-01-22,11.345746595372388
2022-01-23,13.756262519378254
2022-01-24,12.126272686746013
2022-01-25,16.07111596751977
2022-01-26,14.283143971300378
2022-01-27,14.311870721826578
2022-01-28,13.590167272533455
2022-01-29,15.452862372509871
2022-01-30,14.461833578975615
2022-01-31,15.42375488546978
2022-02-01,18.104038855245655
2022-02-02,15.666745696427935
2022-02-03,17.106411677468707
2022-02-04,15.422755197843133
2022-02-05,16.233321372891673
2022-02-06,18.154348555932035
2022-02-07,15.84410810844465
2022-02-08,18.342927305328644
2022-02-09,17.26925786939561
2022-02-10,16.00159878365481
2022-02-11,17.170636278914582
2022-02-12,17.456781918642534
2022-02-13,17.024265257535077
2022-02-14,14.723238364045462
2022-02-15,15.430819703556526
2022-02-16,15.749275050037365
2022-02-17,15.73654315739937
2022-02-18,16.22232113247699
2022-02-19,15.547789343153372
2022-02-20,13.78235404708998
2022-02-21,15.226199566963956
2022-02-22,15.167216432728571
2022-02-23,14.811108813124783
2022-02-24,15.012669282653077
2022-02-25,14.4341676045734
2022-02-26,13.717542847406389
2022-02-27,12.838106824098672
2022-02-28,10.8910925729555
2022-03-01,12.621437549127574
2022-03-02,12.037394202910537
2022-03-03,11.739441106709766
2022-03-04,9.83168369214887
2022-03-05,9.672491901692428
2022-03-06,11.458469692235964
2022-03-07,10.026250476581463
2022-03-08,10.418534035914238
2022-03-09,9.449275718346906
2022-03-10,9.149218872643305
2022-03-11,9.77263538876611
2022-03-12,8.05128795392195
2022-03-13,8.416132589540963
2022-03-14,7.631607314643606
2022-03-15,7.455821799810894
2022-03-16,7.401390460229405
2022-03-17,7.7778589846663815
2022-03-18,6.948024360972821
2022-03-19,8.580281706470037
2022-03-20,6.355043348022064
2022-03-21,7.015788341706422
2022-03-22,6.744175563520721
2022-03-23,8.64056070519398
2022-03-24,7.428273756467449
2022-03-25,8.33002799662981
2022-03-26,5.907122948019513
2022-03-27,7.781816284519353
2022-03-28,8.553452747626373
2022-03-29,7.921371938295905
2022-03-30,9.10513198369608
2022-03-31,7.747168045508198
2022-04-01,
2022-04-02,11.080779038806451
2022-04-03,8.70888687057173
2022-04-04,8.93477441901693
2022-04-05,11.15924864831816
2022-04-06,11.626291002717998
2022-04-07,9.878125777844206
2022-04-08,10.346546641626272
2022-04-09,10.860180286526472
2022-04-10,10.180178684548961
2022-04-11,10.993981173847866
2022-04-12,11.299712262346814
2022-04-13,11.928349405796927
2022-04-14,13.052681992281059
2022-04-15,13.70958553695322
2022-04-16,15.408535597427038
2022-04-17,13.234912500539021
2022-04-18,15.583336593479054
2022-04-19,14.73929229878715
2022-04-20,15.244672119147058
2022-04-21,16.29454255174885
2022-04-22,14.805552547426265
2022-04-23,16.600528830996808
2022-04-24,16.65414405274333
2022-04-25,17.22799476839954
2022-04-26,17.249517035277055
2022-04-27,19.61621219089037
2022-04-28,16.698438063745723
2022-04-29,16.954237026348054
2022-04-30,16.984176152518735
2022-05-01,17.14633942367856
2022-05-02,17.130893892737596
2022-05-03,18.9954337102673
2022-05-04,19.23659762619496
2022-05-05,17.226593720382755
2022-05-06,16.917993776654214
2022-05-07,18.146889975489906
2022-05-08,17.021003973082763
2022-05-09,18.077206604722868
2022-05-10,17.492360437153287
2022-05-11,15.59393785775961
2022-05-12,18.45362259798145
2022-05-13,18.47586586049558
2022-05-14,15.819878627376358
2022-05-15,15.77794685727395
2022-05-16,16.166402657577365
2022-05-17,15.913499447770661
2022-05-18,15.921510934131271
2022-05-19,16.944398908328253
2022-05-20,14.417735933602982
2022-05-21,13.448154313360915
2022-05-22,12.512248504016316
2022-05-23,12.801207690543785
2022-05-24,13.137166511378835
2022-05-25,14.602738533522825
2022-05-26,11.930335194492432
2022-05-27,12.315515416081638
2022-05-28,11.725214335749389
2022-05-29,12.588147823423645
2022-05-30,13.595043868775221
2022-05-31,10.217812861886017
2022-06-01,9.95392987003708
2022-06-02,11.198159161111125
2022-06-03,10.5641930838263
2022-06-04,11.476618983515959
2022-06-05,9.98227915039969
2022-06-06,8.82973132271358
2022-06-07,9.593861145103467
2022-06-08,9.950746701201538
2022-06-09,
2022-06-10,9.104818735789431
2022-06-11,9.582447220573357
2022-06-12,9.631067050586623
2022-06-13,9.818093431488457
2022-06-14,9.087203953649512
2022-06-15,8.302403172351426
2022-06-16,8.675638520200897
2022-06-17,9.822961046211827
2022-06-18,7.914754465624101
2022-06-19,9.242741685903859
2022-06-20,8.649522836489597
2022-06-21,9.265939226782182
2022-06-22,10.734497545630406
2022-06-23,9.889353997195427
2022-06-24,10.008965142942719
2022-06-25,8.887591365919155
2022-06-26,11.297728513312478
2022-06-27,11.518449583009321
2022-06-28,13.37342865288592
2022-06-29,11.253487862364533
2022-06-30,12.143478752085928
2022-07-01,12.546762960940283
2022-07-02,14.25583343141366
2022-07-03,12.969951747158616
2022-07-04,13.734885018590102
2022-07-05,14.455986787392568
2022-07-06,14.426389073563223
2022-07-07,14.18235427084249
2022-07-08,15.207074718589986
2022-07-09,16.463900256551067
